,gauge,date,time,pr,tmax,tmin,month,year,20302050_to_19802000_diff,20402060_to_19802000_diff,tmax20302050_to_19802000_diff,tmin20302050_to_19802000_diff
119,83538,01/03/1961,1200,20.4,,18.6,3,1961,1.3897428571428492,1.8351666666666693,,19.98974285714285
120,83538,02/03/1961,0,,25.1,,3,1961,1.3897428571428492,1.8351666666666693,26.48974285714285,
121,83538,02/03/1961,1200,6.4,,18.6,3,1961,1.3897428571428492,1.8351666666666693,,19.98974285714285
122,83538,03/03/1961,0,,23.5,,3,1961,1.3897428571428492,1.8351666666666693,24.88974285714285,
123,83538,03/03/1961,1200,7,,17.6,3,1961,1.3897428571428492,1.8351666666666693,,18.98974285714285
124,83538,04/03/1961,0,,25.9,,3,1961,1.3897428571428492,1.8351666666666693,27.289742857142848,
125,83538,04/03/1961,1200,9.2,,18.0,3,1961,1.3897428571428492,1.8351666666666693,,19.38974285714285
126,83538,05/03/1961,0,,23.9,,3,1961,1.3897428571428492,1.8351666666666693,25.289742857142848,
127,83538,05/03/1961,1200,4,,17.8,3,1961,1.3897428571428492,1.8351666666666693,,19.18974285714285
128,83538,06/03/1961,0,,25.1,,3,1961,1.3897428571428492,1.8351666666666693,26.48974285714285,
129,83538,06/03/1961,1200,1,,18.4,3,1961,1.3897428571428492,1.8351666666666693,,19.789742857142848
130,83538,07/03/1961,0,,24.9,,3,1961,1.3897428571428492,1.8351666666666693,26.289742857142848,
131,83538,07/03/1961,1200,0,,18.0,3,1961,1.3897428571428492,1.8351666666666693,,19.38974285714285
132,83538,08/03/1961,0,,24.9,,3,1961,1.3897428571428492,1.8351666666666693,26.289742857142848,
133,83538,08/03/1961,1200,0,,17.4,3,1961,1.3897428571428492,1.8351666666666693,,18.789742857142848
134,83538,09/03/1961,0,,24.9,,3,1961,1.3897428571428492,1.8351666666666693,26.289742857142848,
135,83538,09/03/1961,1200,0,,17.6,3,1961,1.3897428571428492,1.8351666666666693,,18.98974285714285
136,83538,10/03/1961,0,,27.5,,3,1961,1.3897428571428492,1.8351666666666693,28.88974285714285,
137,83538,10/03/1961,1200,0,,18.0,3,1961,1.3897428571428492,1.8351666666666693,,19.38974285714285
138,83538,11/03/1961,0,,26.5,,3,1961,1.3897428571428492,1.8351666666666693,27.88974285714285,
139,83538,11/03/1961,1200,0,,17.8,3,1961,1.3897428571428492,1.8351666666666693,,19.18974285714285
140,83538,12/03/1961,0,,27.3,,3,1961,1.3897428571428492,1.8351666666666693,28.68974285714285,
141,83538,12/03/1961,1200,1,,18.2,3,1961,1.3897428571428492,1.8351666666666693,,19.58974285714285
142,83538,13/03/1961,0,,25.7,,3,1961,1.3897428571428492,1.8351666666666693,27.08974285714285,
143,83538,13/03/1961,1200,0,,17.6,3,1961,1.3897428571428492,1.8351666666666693,,18.98974285714285
144,83538,14/03/1961,0,,26.5,,3,1961,1.3897428571428492,1.8351666666666693,27.88974285714285,
145,83538,14/03/1961,1200,0,,17.6,3,1961,1.3897428571428492,1.8351666666666693,,18.98974285714285
146,83538,15/03/1961,0,,26.9,,3,1961,1.3897428571428492,1.8351666666666693,28.289742857142848,
147,83538,15/03/1961,1200,0,,17.0,3,1961,1.3897428571428492,1.8351666666666693,,18.38974285714285
148,83538,16/03/1961,0,,27.9,,3,1961,1.3897428571428492,1.8351666666666693,29.289742857142848,
149,83538,16/03/1961,1200,0,,19.6,3,1961,1.3897428571428492,1.8351666666666693,,20.98974285714285
150,83538,17/03/1961,0,,28.3,,3,1961,1.3897428571428492,1.8351666666666693,29.68974285714285,
151,83538,17/03/1961,1200,0,,19.8,3,1961,1.3897428571428492,1.8351666666666693,,21.18974285714285
152,83538,18/03/1961,0,,27.1,,3,1961,1.3897428571428492,1.8351666666666693,28.48974285714285,
153,83538,18/03/1961,1200,0,,20.0,3,1961,1.3897428571428492,1.8351666666666693,,21.38974285714285
154,83538,19/03/1961,0,,26.1,,3,1961,1.3897428571428492,1.8351666666666693,27.48974285714285,
155,83538,19/03/1961,1200,0,,19.6,3,1961,1.3897428571428492,1.8351666666666693,,20.98974285714285
156,83538,20/03/1961,0,,24.7,,3,1961,1.3897428571428492,1.8351666666666693,26.08974285714285,
157,83538,20/03/1961,1200,2,,18.0,3,1961,1.3897428571428492,1.8351666666666693,,19.38974285714285
158,83538,21/03/1961,0,,27.3,,3,1961,1.3897428571428492,1.8351666666666693,28.68974285714285,
159,83538,21/03/1961,1200,0,,17.6,3,1961,1.3897428571428492,1.8351666666666693,,18.98974285714285
160,83538,22/03/1961,0,,25.9,,3,1961,1.3897428571428492,1.8351666666666693,27.289742857142848,
161,83538,22/03/1961,1200,0,,17.6,3,1961,1.3897428571428492,1.8351666666666693,,18.98974285714285
162,83538,23/03/1961,0,,25.9,,3,1961,1.3897428571428492,1.8351666666666693,27.289742857142848,
163,83538,23/03/1961,1200,0,,17.0,3,1961,1.3897428571428492,1.8351666666666693,,18.38974285714285
164,83538,24/03/1961,0,,23.7,,3,1961,1.3897428571428492,1.8351666666666693,25.08974285714285,
165,83538,24/03/1961,1200,0,,16.2,3,1961,1.3897428571428492,1.8351666666666693,,17.58974285714285
166,83538,25/03/1961,0,,24.3,,3,1961,1.3897428571428492,1.8351666666666693,25.68974285714285,
167,83538,25/03/1961,1200,0,,16.8,3,1961,1.3897428571428492,1.8351666666666693,,18.18974285714285
168,83538,26/03/1961,0,,26.3,,3,1961,1.3897428571428492,1.8351666666666693,27.68974285714285,
169,83538,26/03/1961,1200,0,,17.4,3,1961,1.3897428571428492,1.8351666666666693,,18.789742857142848
170,83538,27/03/1961,0,,26.5,,3,1961,1.3897428571428492,1.8351666666666693,27.88974285714285,
171,83538,27/03/1961,1200,0,,16.6,3,1961,1.3897428571428492,1.8351666666666693,,17.98974285714285
172,83538,28/03/1961,0,,20.7,,3,1961,1.3897428571428492,1.8351666666666693,22.08974285714285,
173,83538,28/03/1961,1200,9.5,,15.2,3,1961,1.3897428571428492,1.8351666666666693,,16.58974285714285
174,83538,29/03/1961,0,,21.1,,3,1961,1.3897428571428492,1.8351666666666693,22.48974285714285,
175,83538,29/03/1961,1200,0,,11.8,3,1961,1.3897428571428492,1.8351666666666693,,13.18974285714285
176,83538,30/03/1961,0,,21.9,,3,1961,1.3897428571428492,1.8351666666666693,23.289742857142848,
177,83538,30/03/1961,1200,0,,12.4,3,1961,1.3897428571428492,1.8351666666666693,,13.78974285714285
178,83538,31/03/1961,0,,21.3,,3,1961,1.3897428571428492,1.8351666666666693,22.68974285714285,
179,83538,31/03/1961,1200,0,,12.0,3,1961,1.3897428571428492,1.8351666666666693,,13.38974285714285
180,83538,01/05/1961,0,,21.8,,5,1961,1.5789142857142835,2.109657142857131,23.378914285714284,
181,83538,01/05/1961,1200,,,13.9,5,1961,1.5789142857142835,2.109657142857131,,15.478914285714284
182,83538,02/05/1961,0,,22.8,,5,1961,1.5789142857142835,2.109657142857131,24.378914285714284,
183,83538,02/05/1961,1200,0,,13.9,5,1961,1.5789142857142835,2.109657142857131,,15.478914285714284
184,83538,03/05/1961,0,,23.4,,5,1961,1.5789142857142835,2.109657142857131,24.978914285714282,
185,83538,03/05/1961,1200,0,,13.5,5,1961,1.5789142857142835,2.109657142857131,,15.078914285714283
186,83538,04/05/1961,0,,22.6,,5,1961,1.5789142857142835,2.109657142857131,24.178914285714285,
187,83538,04/05/1961,1200,0,,15.9,5,1961,1.5789142857142835,2.109657142857131,,17.478914285714282
188,83538,05/05/1961,0,,21.8,,5,1961,1.5789142857142835,2.109657142857131,23.378914285714284,
189,83538,05/05/1961,1200,0,,13.9,5,1961,1.5789142857142835,2.109657142857131,,15.478914285714284
190,83538,06/05/1961,0,,23.8,,5,1961,1.5789142857142835,2.109657142857131,25.378914285714284,
191,83538,06/05/1961,1200,1,,14.3,5,1961,1.5789142857142835,2.109657142857131,,15.878914285714284
192,83538,07/05/1961,0,,25.6,,5,1961,1.5789142857142835,2.109657142857131,27.178914285714285,
193,83538,07/05/1961,1200,6.4,,15.9,5,1961,1.5789142857142835,2.109657142857131,,17.478914285714282
194,83538,08/05/1961,0,,25.8,,5,1961,1.5789142857142835,2.109657142857131,27.378914285714284,
195,83538,08/05/1961,1200,0,,15.5,5,1961,1.5789142857142835,2.109657142857131,,17.078914285714283
196,83538,09/05/1961,0,,26.8,,5,1961,1.5789142857142835,2.109657142857131,28.378914285714284,
197,83538,09/05/1961,1200,0,,15.7,5,1961,1.5789142857142835,2.109657142857131,,17.278914285714283
198,83538,10/05/1961,0,,25.0,,5,1961,1.5789142857142835,2.109657142857131,26.578914285714283,
199,83538,10/05/1961,1200,0,,16.1,5,1961,1.5789142857142835,2.109657142857131,,17.678914285714285
200,83538,11/05/1961,0,,22.8,,5,1961,1.5789142857142835,2.109657142857131,24.378914285714284,
201,83538,11/05/1961,1200,0,,13.7,5,1961,1.5789142857142835,2.109657142857131,,15.278914285714283
202,83538,12/05/1961,0,,22.6,,5,1961,1.5789142857142835,2.109657142857131,24.178914285714285,
203,83538,12/05/1961,1200,0,,12.9,5,1961,1.5789142857142835,2.109657142857131,,14.478914285714284
204,83538,13/05/1961,0,,20.6,,5,1961,1.5789142857142835,2.109657142857131,22.178914285714285,
205,83538,13/05/1961,1200,1,,12.1,5,1961,1.5789142857142835,2.109657142857131,,13.678914285714283
206,83538,14/05/1961,0,,21.6,,5,1961,1.5789142857142835,2.109657142857131,23.178914285714285,
207,83538,14/05/1961,1200,0,,12.3,5,1961,1.5789142857142835,2.109657142857131,,13.878914285714284
208,83538,15/05/1961,0,,20.6,,5,1961,1.5789142857142835,2.109657142857131,22.178914285714285,
209,83538,15/05/1961,1200,0,,11.5,5,1961,1.5789142857142835,2.109657142857131,,13.078914285714283
210,83538,16/05/1961,0,,21.0,,5,1961,1.5789142857142835,2.109657142857131,22.578914285714283,
211,83538,16/05/1961,1200,0,,10.9,5,1961,1.5789142857142835,2.109657142857131,,12.478914285714284
212,83538,17/05/1961,0,,21.6,,5,1961,1.5789142857142835,2.109657142857131,23.178914285714285,
213,83538,17/05/1961,1200,0,,9.1,5,1961,1.5789142857142835,2.109657142857131,,10.678914285714283
214,83538,18/05/1961,0,,25.4,,5,1961,1.5789142857142835,2.109657142857131,26.978914285714282,
215,83538,18/05/1961,1200,0,,9.9,5,1961,1.5789142857142835,2.109657142857131,,11.478914285714284
216,83538,19/05/1961,0,,26.8,,5,1961,1.5789142857142835,2.109657142857131,28.378914285714284,
217,83538,19/05/1961,1200,0,,12.5,5,1961,1.5789142857142835,2.109657142857131,,14.078914285714283
218,83538,20/05/1961,0,,23.8,,5,1961,1.5789142857142835,2.109657142857131,25.378914285714284,
219,83538,20/05/1961,1200,0,,13.9,5,1961,1.5789142857142835,2.109657142857131,,15.478914285714284
220,83538,21/05/1961,0,,19.6,,5,1961,1.5789142857142835,2.109657142857131,21.178914285714285,
221,83538,21/05/1961,1200,14,,12.5,5,1961,1.5789142857142835,2.109657142857131,,14.078914285714283
222,83538,22/05/1961,0,,19.4,,5,1961,1.5789142857142835,2.109657142857131,20.978914285714282,
223,83538,22/05/1961,1200,0,,10.9,5,1961,1.5789142857142835,2.109657142857131,,12.478914285714284
224,83538,23/05/1961,0,,21.8,,5,1961,1.5789142857142835,2.109657142857131,23.378914285714284,
225,83538,23/05/1961,1200,0,,10.7,5,1961,1.5789142857142835,2.109657142857131,,12.278914285714283
226,83538,24/05/1961,0,,18.8,,5,1961,1.5789142857142835,2.109657142857131,20.378914285714284,
227,83538,24/05/1961,1200,0,,9.5,5,1961,1.5789142857142835,2.109657142857131,,11.078914285714283
228,83538,25/05/1961,0,,21.6,,5,1961,1.5789142857142835,2.109657142857131,23.178914285714285,
229,83538,25/05/1961,1200,0,,8.7,5,1961,1.5789142857142835,2.109657142857131,,10.278914285714283
230,83538,26/05/1961,0,,21.6,,5,1961,1.5789142857142835,2.109657142857131,23.178914285714285,
231,83538,26/05/1961,1200,0,,8.9,5,1961,1.5789142857142835,2.109657142857131,,10.478914285714284
232,83538,27/05/1961,0,,21.6,,5,1961,1.5789142857142835,2.109657142857131,23.178914285714285,
233,83538,27/05/1961,1200,0,,8.5,5,1961,1.5789142857142835,2.109657142857131,,10.078914285714283
234,83538,28/05/1961,0,,21.8,,5,1961,1.5789142857142835,2.109657142857131,23.378914285714284,
235,83538,28/05/1961,1200,0,,8.9,5,1961,1.5789142857142835,2.109657142857131,,10.478914285714284
236,83538,29/05/1961,0,,21.6,,5,1961,1.5789142857142835,2.109657142857131,23.178914285714285,
237,83538,29/05/1961,1200,0,,9.7,5,1961,1.5789142857142835,2.109657142857131,,11.278914285714283
238,83538,30/05/1961,0,,21.8,,5,1961,1.5789142857142835,2.109657142857131,23.378914285714284,
239,83538,30/05/1961,1200,0,,10.1,5,1961,1.5789142857142835,2.109657142857131,,11.678914285714283
240,83538,31/05/1961,0,,20.4,,5,1961,1.5789142857142835,2.109657142857131,21.978914285714282,
241,83538,31/05/1961,1200,0,,10.3,5,1961,1.5789142857142835,2.109657142857131,,11.878914285714284
242,83538,01/06/1961,0,,21.6,,6,1961,1.6552380952380936,2.1356095238095243,23.255238095238095,
243,83538,01/06/1961,1200,0,,9.1,6,1961,1.6552380952380936,2.1356095238095243,,10.755238095238093
244,83538,02/06/1961,0,,20.6,,6,1961,1.6552380952380936,2.1356095238095243,22.255238095238095,
245,83538,02/06/1961,1200,0,,10.7,6,1961,1.6552380952380936,2.1356095238095243,,12.355238095238093
246,83538,03/06/1961,0,,21.0,,6,1961,1.6552380952380936,2.1356095238095243,22.655238095238094,
247,83538,03/06/1961,1200,0,,9.7,6,1961,1.6552380952380936,2.1356095238095243,,11.355238095238093
248,83538,04/06/1961,0,,21.8,,6,1961,1.6552380952380936,2.1356095238095243,23.455238095238094,
249,83538,04/06/1961,1200,0,,12.3,6,1961,1.6552380952380936,2.1356095238095243,,13.955238095238094
250,83538,05/06/1961,0,,23.4,,6,1961,1.6552380952380936,2.1356095238095243,25.055238095238092,
251,83538,05/06/1961,1200,0,,10.1,6,1961,1.6552380952380936,2.1356095238095243,,11.755238095238093
252,83538,06/06/1961,0,,20.8,,6,1961,1.6552380952380936,2.1356095238095243,22.455238095238094,
253,83538,06/06/1961,1200,3.6,,10.1,6,1961,1.6552380952380936,2.1356095238095243,,11.755238095238093
254,83538,07/06/1961,0,,19.8,,6,1961,1.6552380952380936,2.1356095238095243,21.455238095238094,
255,83538,07/06/1961,1200,0,,10.1,6,1961,1.6552380952380936,2.1356095238095243,,11.755238095238093
256,83538,08/06/1961,0,,19.6,,6,1961,1.6552380952380936,2.1356095238095243,21.255238095238095,
257,83538,08/06/1961,1200,12.6,,10.1,6,1961,1.6552380952380936,2.1356095238095243,,11.755238095238093
258,83538,09/06/1961,0,,20.0,,6,1961,1.6552380952380936,2.1356095238095243,21.655238095238094,
259,83538,09/06/1961,1200,1,,9.1,6,1961,1.6552380952380936,2.1356095238095243,,10.755238095238093
260,83538,10/06/1961,0,,18.8,,6,1961,1.6552380952380936,2.1356095238095243,20.455238095238094,
261,83538,10/06/1961,1200,1,,8.9,6,1961,1.6552380952380936,2.1356095238095243,,10.555238095238094
262,83538,11/06/1961,0,,21.2,,6,1961,1.6552380952380936,2.1356095238095243,22.855238095238093,
