gauge,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,month,year,total_pr_tgt,num_days_pr,total_pr_adj,total_pr_diff,num_days_pr_adj,pr_add_per_day,total_pr_readj,num_days_pr_readj,total_pr_diff_again,,
1843002,01/03/1981,0,25.6,0,0,0,2.48,25.7,29.86,27.42,9.17,15.46,0,3.5,0,0,0,0.62,27.52,27.42,2.28,29.86,30.46,0.72,0,3.29,6.13,8.57,50.94,24.58,2.28,4.51,3,1981,358.3835993,22,347.3835993,11,20,0.55,358.37,20,0.01,,
1843002,01/04/1981,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.69,0,0,0,4.54,0,19.57,,4,1981,51.40209217,4,48.90109712,2.50099505,3,0.833665017,51.4,3,0,,
1843002,01/05/1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,2.43,0,0,0,5.11,0,0,5,1981,10.06852577,3,7.09057703,2.977948736,3,0.992649579,10.06,3,0.01,,
1843002,01/06/1981,0,0,0,15.97,0,0,17.19,1.88,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,,6,1981,37.11246973,4,35.11246973,2,4,0.5,37.11,4,0,,
1843002,01/07/1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1981,1.059356287,1,0.559356287,0.5,0,inf,0.56,0,0.5,,
1843002,01/08/1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49,0,0,8.11,27.75,0,0,0,0,0,0,0,0,0,0,0,0,8,1981,43.3583093,3,41.76946031,1.588848994,3,0.529616331,43.35,3,0.01,,
1843002,01/09/1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,0,,9,1981,4.178619305,1,3.517903178,0.660716127,1,0.660716127,4.18,1,0,,
1843002,01/10/1981,6.66,12.71,5.08,0,0,0,0,0,4.34,0,2.68,15.78,13.29,0,10.06,17.52,5,0,0,8.56,15.2,0,0,0,0,2.76,3.34,8.48,53.91,37.5,0,10,1981,222.8395296,17,213.9250216,8.914508054,17,0.524382827,222.87,17,-0.03,,
1843002,01/11/1981,7.77,0.43,11.22,0,12.34,0,0,0,0,29.93,9.45,28.25,19.6,6.84,12.34,2,0.8,38.4,19.6,0,35.79,5.91,27.04,8.61,22.39,3.77,23.69,0,0,39.42,,11,1981,365.5856113,21,354.5856113,11,20,0.55,365.59,20,0,,
1843002,01/12/1981,0,0,25.26,0,0,0,0,0,19,34.89,12.05,0,26.94,0,8.27,0,4.1,14.03,0,0,0,0,0,0,0,0.59,6.29,47.8,8.27,0,0.89,12,1981,208.3834786,13,201.4861793,6.897299292,11,0.627027208,208.38,11,0,,
1843002,01/01/1982,0,6.64,3.65,3.65,64.18,43.89,47.31,0,0,0,0,2.48,33.54,0,30.23,0,0,0,16.57,32.15,14,0,0,49.23,11.87,0.57,0,0,0,0,0,1,1982,359.9529591,15,351.1719877,8.780971385,14,0.627212242,359.96,14,-0.01,,
1843002,01/02/1982,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39,0,4.93,0,4.82,7.39,,,,2,1982,25.46826875,5,22.52145701,2.946811732,4,0.736702933,25.48,4,-0.01,,
1843002,01/03/1982,0,0,31.71,76.32,0,0,0,49.35,5.66,0,0,0.72,10.83,0.72,0.62,0,0,21.78,12.65,0.72,0.72,0,46.31,29.08,31.1,0,20.56,0,21.57,0,0,3,1982,360.4112293,17,350.9987958,9.412433492,12,0.784369458,360.42,12,-0.01,,
1843002,01/04/1982,0,0,0,0,0,2.5,18.54,0,0.9,0.5,0,0,0,0,20.84,4.51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1982,48.39612187,7,44.39512681,4.00099505,4,1.000248763,48.39,4,0.01,,
1843002,01/05/1982,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,21.58,0,0,13.17,2.92,0,0,0,0,5,1982,49.97314165,5,47.19602626,2.777115388,5,0.555423078,49.97,5,0,,
1843002,01/06/1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,1982,0,0,0,0,0,,0,0,0,,
1843002,01/07/1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1982,0,0,0,0,0,,0,0,0,,
1843002,01/08/1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1982,0,0,0,0,0,,0,0,0,,
1843002,01/09/1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,0,0.3,0,0,0,0,0,0,0,11.06,0,0,,9,1982,21.6163191,2,19.87524491,1.741074191,2,0.870537095,21.61,2,0.01,,
1843002,01/10/1982,0,0,0.33,1.91,0,0,0,0,0,0,0,0,0,6.96,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,3.81,10,1982,16.74612537,4,14.08032215,2.665803221,4,0.666450805,16.74,4,0.01,,
1843002,01/11/1982,0,10.31,0,0,0,0,0,0,2.12,0,0,0.52,5.75,2.21,0,7.8,2.86,14.4,0,0,0,0,0,0,0,0,0,0,0,0,,11,1982,45.9774165,8,41.9774165,4,7,0.571428571,45.97,7,0.01,,
1843002,01/12/1982,0,13.03,8.46,2.4,17.3,0,0,21.27,7.07,0,0,0,0,0,0,0,0,0,0,0,0,8.36,0,0,8.36,0,0,0,6.08,9.16,24.95,12,1982,126.4404997,11,119.649277,6.791222699,11,0.617383882,126.44,11,0,,
1843002,01/01/1983,92.1,19.3,7.88,6.49,57.94,124.98,46.41,3.5,0.67,0,32.32,11.08,26.77,0.67,56.98,5.85,0,0.57,6.49,13.21,6.81,0,18.34,26.77,6.49,26.88,3.71,12.89,0,0,0,1,1983,615.0797598,25,602.259517,12.82024285,22,0.582738311,615.1,22,-0.02,,
1843002,01/02/1983,0,0,9.52,5.94,0,0,0,10.41,5.72,43.7,32.86,12.53,0,0,0,0,0,0,0,0,0,0,0,0,5.94,0,37.33,6.05,,,,2,1983,170.0118642,10,163.671429,6.340435197,10,0.63404352,170,10,0.01,,
1843002,01/03/1983,5.46,4.34,38.71,19.75,0.62,4.34,0,0,0.51,3.53,0,0,0,33.54,10.32,20.56,0,0,0,21.78,8.4,2.31,15.29,0,0,12.55,2.41,0,6.57,0,3.23,3,1983,214.2191076,19,204.3135816,9.905525996,17,0.582678,214.22,17,0,,
1843002,01/04/1983,0.7,0,0,0,0,0,6.48,31.13,2.47,10.09,3.48,7.28,10.49,0,38.15,0,0,0,0,0,0,0,9.29,0,0,0,0,2.27,0,0,,4,1983,121.8419962,11,116.1415982,5.70039802,10,0.570039802,121.83,10,0.01,,
1843002,01/05/1983,0,0,0,0,0,0,0,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.38,5.68,0,0,13.07,0,5,1983,49.88076985,4,47.32653907,2.554230776,4,0.638557694,49.88,4,0,,
1843002,01/06/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,1983,0.281866859,0,0,0.281866859,0,inf,0,0,0.28,,
1843002,01/07/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.76,0,0,0,0,0,0,0,0,0,0,7,1983,8.76376565,1,8.26376565,0.5,1,0.5,8.76,1,0,,
1843002,01/08/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1983,0,0,0,0,0,,0,0,0,,
1843002,01/09/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83,0,0,0.3,0,0,0,0,0,0,0,0,0,,9,1983,21.13417072,1,19.97345459,1.160716127,1,1.160716127,21.13,1,0,,
1843002,01/10/1983,0,0,0,0,0,0,0,0,0.66,0,0.33,6.19,11.83,16.22,18.37,0,0,17.71,0,15.89,1.88,0,5.28,8.51,65.05,1.96,0,0,0,0,0,10,1983,169.8654004,12,162.8679907,6.997409664,11,0.636128151,169.88,11,-0.01,,
1843002,01/11/1983,0,3.26,5.77,4.19,18.8,12.57,0,0,0,1.96,2.05,1.96,0,29.88,8.66,18.8,0,2.14,15.27,0,18.9,0.43,2.89,0,21.5,31.18,0,11.45,3.82,0,,11,1983,215.46097,19,204.1579663,11.30300371,19,0.594894932,215.48,19,-0.02,,
1843002,01/12/1983,0.59,18.35,49.83,46.26,19.14,48.14,4.14,17.35,0,10.1,0,35.93,9.31,9.41,0,0.69,12.19,0,0,0.49,0,18.25,0.49,12.49,2.36,17.06,54.1,0,0,0,0,12,1983,386.6715359,19,375.2776125,11.39392341,17,0.670230789,386.67,17,0,,
1843002,01/01/1984,0,0,0.99,0,0,0,9.94,67.58,26.91,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,27.23,2.25,6.73,8.98,0,0,0,0,1,1984,156.0650137,9,151.1380232,4.926990462,8,0.615873808,156.06,8,0.01,,
1843002,01/02/1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.15,0,0,28.45,0,0,0,0,5.99,0,0,0,,,2,1984,69.59092732,3,67.53241265,2.058514665,3,0.686171555,69.59,3,0,,
1843002,01/03/1984,0,0,0,0,0,0,14.33,65.22,16.36,0,8.35,0,90.36,0.51,0,0,0,0,0,18.59,0,8.35,26.7,2.36,0,0,11.69,36.63,0,0,6.22,3,1984,305.6652198,13,298.0500233,7.61519649,12,0.634599708,305.67,12,0,,
1843002,01/04/1984,0,0,3.57,0,4.17,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1984,10.01990101,3,8.018905957,2.00099505,3,0.66699835,10.01,3,0.01,,
1843002,01/05/1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1984,0,0,0,0,0,,0,0,0,,
1843002,01/06/1984,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,1984,0.939556196,0,0.439556196,0.5,0,inf,0.44,0,0.5,,
1843002,01/07/1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1984,0,0,0,0,0,,0,0,0,,
1843002,01/08/1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.71,0,0,0,0,0,0,0,0,0,0,0,5.33,0,0,8,1984,18.03634588,2,17.03634588,1,2,0.5,18.04,2,0,,
1843002,01/09/1984,0,0,0,0,0,0,0,0,7.42,0,0,0,0,0,0,0,5.74,19.64,0,0.3,29.28,1.88,7.58,0,0,0,0,0,0,0,,9,1984,71.84010882,6,68.17939269,3.660716127,6,0.610119355,71.84,6,0,,
1843002,01/10/1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,5.09,8.41,41.57,5.92,13.71,0,11.73,12.8,0,0,0,0,0,10,1984,99.73063771,7,95.39903127,4.331606443,7,0.61880092,99.72,7,0.01,,
1843002,01/11/1984,0,0,0,0,0,0,0,0,0,0,0,8.56,13.49,0,0,0,0,0,0.71,30.06,60.58,2.88,9.39,1.95,0,0,0,9.39,13.3,18.14,,11,1984,168.4597649,11,162.5874781,5.872286773,10,0.587228677,168.45,10,0.01,,
1843002,01/12/1984,25.97,21.2,29.05,31.83,18.22,5.01,22,3.33,37.79,19.22,0,8.19,17.13,0.59,26.17,45.04,11.17,0,5.21,0,0,24.18,0,0,0,0,9.09,12.17,0.69,21.9,4.02,12,1984,399.1864636,23,387.6864636,11.5,21,0.547619048,399.17,21,0.02,,
1843002,01/01/1985,0,17.33,24.59,0.78,0,33.56,3.45,29.29,14.24,24.91,45.3,5.48,14.02,91.09,53.41,32.49,17.44,15.2,2.17,9.65,18.29,2.17,12.85,9.01,5.38,21.39,19.47,7.83,5.8,15.3,0,1,1985,551.8851715,28,537.3514334,14.53373808,27,0.538286595,551.89,27,0,,
1843002,01/02/1985,0,0,0,0,0,0,35.25,0.95,0,9.45,0,10.34,0,0,0,0,0,0,0,0,0,0.95,35.14,3.97,0,0,8.11,3.64,,,,2,1985,107.7933304,9,102.288004,5.505326398,7,0.7864752,107.8,7,-0.01,,
1843002,01/03/1985,0.82,0,0,0,0,0,0,0,30.57,13.33,2.28,2.28,7.65,2.28,0,4.31,0,25.9,6.23,5.22,0,0,0.82,0,0,0,0,9.38,0,50.84,0,3,1985,161.9062541,14,154.0952021,7.811051993,12,0.650920999,161.91,12,0,,
1843002,01/04/1985,0,0,0,0,23.28,0,0,0,0.6,2.34,0,0,0,0,0,0,0,0,25.28,0,0,0,0,0,0,0,0,0,0,0,,4,1985,51.50229118,4,49.30189316,2.20039802,3,0.733466007,51.5,3,0,,
1843002,01/05/1985,0,3.27,6.96,2.25,0.52,0,0,0,0,0,0,28.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1985,41.8444236,5,38.97493641,2.869487184,4,0.717371796,41.85,4,-0.01,,
1843002,01/06/1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86,,6,1985,6.858760228,1,6.358760228,0.5,1,0.5,6.86,1,0,,
1843002,01/07/1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1985,0.096305117,0,0,0.096305117,0,inf,0,0,0.1,,
1843002,01/08/1985,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,0,0,0,2.25,0,0,0,0,0,0,0,0,8,1985,6.930221568,3,5.163674585,1.766546983,2,0.883273492,6.93,2,0,,
1843002,01/09/1985,0,0,0,0,0,0,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.38,25.33,0,0,6.68,14.72,5.72,,9,1985,109.5280406,6,105.9655342,3.562506445,6,0.593751074,109.53,6,0,,
1843002,01/10/1985,13.56,0,1.7,0,0,0,0,0,5.93,0,0,0,0,0,0,0,6.01,20.19,0,0,0,8.58,0,0,5.93,0,1.87,0,0,0,7.01,10,1985,70.79797556,9,65.88346751,4.914508054,9,0.54605645,70.78,9,0.02,,
1843002,01/11/1985,0,10.3,0.52,10.58,4.99,2.2,13.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.67,2.01,16.81,20.54,47.71,36.36,18.67,4.99,,11,1985,234.6337388,14,227.3545238,7.27921508,13,0.559939622,234.63,13,0,,
1843002,01/12/1985,16.25,0,0,0,11.29,18.34,0,0,0,0,0,0,0,0.49,5.33,7.32,8.11,39.89,0,0,0,26.29,10.1,4.34,24.2,17.35,0.69,24,0.49,10.49,0,12,1985,224.9707241,15,215.6761255,9.294598584,14,0.663899899,224.97,14,0,,
1843002,01/01/1986,32.3,60.16,60.27,0,8.82,18.53,28.99,66.68,9.03,46.29,0,5.83,0.67,24.72,16.18,0,0,0,0,0,0,0,0,0,0,0,0,2.52,4.55,2.52,7.86,1,1986,395.9269054,17,386.8931674,9.033738077,16,0.56460863,395.92,16,0.01,,
1843002,01/02/1986,0,0,0,25.85,20.49,8.31,0.62,2.73,0,0,0,0,18.26,0,0,21.61,0,7.2,6.86,0,0,0,0,0,0,0,0,0,,,,2,1986,111.926339,9,106.6444184,5.281920532,8,0.660240066,111.93,8,0,,
1843002,01/03/1986,0,15.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,4.76,0.92,0,0,0,0,0,17.94,0,0,0,3,1986,39.74154764,5,37.03878465,2.702762998,3,0.900920999,39.74,3,0,,
1843002,01/04/1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.11,0,0,0,0,0,0,6.28,0,0,2.27,0,0,0,,4,1986,32.66487728,3,30.96447926,1.70039802,3,0.56679934,32.66,3,0,,
1843002,01/05/1986,0,0,0,0,0,0,3.43,0,0,0,0,2.6,0,11.84,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,5,1986,18.6591028,4,16.01250022,2.646602572,3,0.882200857,18.66,3,0,,
1843002,01/06/1986,0.44,0,0,0,0,0,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,1986,4.22800288,1,3.134047261,1.09395562,1,1.09395562,4.23,1,0,,
1843002,01/07/1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.28,2.02,0,0,0,0,0,0,7,1986,23.30583832,2,22.30583832,1,2,0.5,23.3,2,0.01,,
1843002,01/08/1986,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,13.53,0.66,0,2.33,7.57,2.33,0,0,0,0,8,1986,30.11980912,6,26.61980912,3.5,5,0.7,30.12,5,0,,
1843002,01/09/1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,,9,1986,4.500051559,2,3.500051559,1,2,0.5,4.5,2,0,,
1843002,01/10/1986,0,0,0,0,0,0,0,0,0,0,0,5.93,0,0,0,0,0,0,0,0,0,0,16.21,0,0,0,0,0,0,0,0,10,1986,22.13473006,2,20.88602523,1.248704832,2,0.624352416,22.14,2,-0.01,,
1843002,01/11/1986,0,0,2.08,0,0,0,13.34,0,0,0,0,22.47,45.17,6.64,0.43,0,2.18,0.8,0,0,0,0,0,0,0,0,3.11,5.06,11.3,11.39,,11,1986,123.9714955,11,117.6922804,6.27921508,10,0.627921508,123.97,10,0,,
1843002,01/12/1986,0,0,0,0,0,0,0,16.22,0,0,2.12,109.79,60.92,33.9,6.09,13.24,0,0,0,0,0,0,4.4,15.03,2.32,20.99,0.59,15.23,6.49,11.26,9.27,12,1986,327.8712407,16,318.3813683,9.489872345,15,0.632658156,327.86,15,0.01,,
1843002,01/01/1987,18.61,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,2.17,6.86,34.19,50.52,40.81,0,8.68,17.11,8.57,10.71,7.83,0,32.27,0,0,1,1987,240.5023774,13,233.575387,6.926990462,13,0.53284542,240.5,13,0,,
1843002,01/02/1987,0,0,0,0,0,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1987,6.925581852,1,6.202175986,0.723405866,1,0.723405866,6.93,1,0,,
1843002,01/03/1987,0,0,0,0,0,0,5.46,5.26,8.5,7.49,13.67,75.21,6.47,0.72,0,0,0,0.51,0,0,0.72,6.68,0,0,0,0,0,0,0,0,0,3,1987,130.6807523,11,125.1807523,5.5,8,0.6875,130.69,8,-0.01,,
1843002,01/04/1987,0.7,0,0,57.3,75.33,34.25,8.5,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,,4,1987,184.9673726,7,180.8661785,4.10119406,6,0.683532343,184.97,6,0,,
1843002,01/05/1987,6.72,0,0,0,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,5,1987,16.90403867,3,15.40403867,1.5,2,0.75,16.91,2,-0.01,,
1843002,01/06/1987,0,0,0,0,0,0,0,0,11.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69,0,0,0,0,0,,6,1987,20.01254697,2,17.41530143,2.597245533,2,1.298622766,20.01,2,0,,
1843002,01/07/1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,7,1987,2.792848394,1,1.715017692,1.077830702,1,1.077830702,2.79,1,0,,
1843002,01/08/1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1987,0.444244972,0,0,0.444244972,0,inf,0,0,0.44,,
1843002,01/09/1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0,0,0,4.14,3.42,4.06,0,0,0,0,0,,9,1987,13.33943855,4,11.17872242,2.160716127,4,0.540179032,13.35,4,-0.01,,
1843002,01/10/1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.75,4.28,25,0,0,0,0,0,1.71,17.46,10,1987,74.1969416,5,71.44823677,2.748704832,5,0.549740966,74.2,5,0,,
1843002,01/11/1987,0,0,0,0,0,0,7.93,9.7,0,0.52,34.83,0,0,0.62,0,33.06,30.92,0,9.79,0,0,0,0,0,0,2.16,0,0,19.19,3.09,,11,1987,151.7999318,11,145.4622866,6.33764524,9,0.704182804,151.81,9,-0.01,,
1843002,01/12/1987,0,14.29,2.37,6.05,14.99,6.44,26.11,10.02,0,0,9.23,18.17,0.89,18.36,12.3,0,0,0,29.09,24.22,3.17,17.97,3.17,0.49,0,13.2,0,0,0,0,0,12,1987,230.5329141,18,220.53629,9.996624115,17,0.588036713,230.53,17,0,,
1843002,01/01/1988,28.26,17.37,0,17.15,8.93,0.78,3.6,27.83,17.15,0,16.3,0,7.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,10.75,1,1988,159.4809374,12,153.1606945,6.320242846,11,0.574567531,159.48,11,0,,
1843002,01/02/1988,0,14.89,41.48,0.62,6.85,5.06,0,0,10.2,6.85,41.7,35,0.62,0,0,0,4.73,22.49,0,0,0,0,0,8.08,2.38,0,0,0,0,,,2,1988,200.9535766,14,193.1716561,7.781920532,12,0.648493378,200.95,12,0,,
1843002,01/03/1988,0,0,0,7.2,9.33,18.65,0,0,0,0,0,0,0,0,0,0,0,0,16.53,0,0,0,0,0,0,0,0,0,0,0,0,3,1988,51.70456454,4,49.70456454,2,4,0.5,51.71,4,-0.01,,
1843002,01/04/1988,2.42,0,19.35,0,19.15,18.35,0,0,0,0,0,0,0,19.55,0.5,11.13,7.23,13.14,0,0,0,0,0,0,0,0,0,0,0,0,,4,1988,110.8201051,9,105.9193091,4.90079604,8,0.612599505,110.82,8,0,,
1843002,01/05/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.55,0,0,0,5.77,5,1988,26.32596187,2,24.86410289,1.46185898,2,0.73092949,26.32,2,0.01,,
1843002,01/06/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,1988,0,0,0,0,0,,0,0,0,,
1843002,01/07/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1988,0,0,0,0,0,,0,0,0,,
1843002,01/08/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1988,0.355395978,0,0,0.355395978,0,inf,0,0,0.36,,
1843002,01/09/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,1988,0,0,0,0,0,,0,0,0,,
1843002,01/10/1988,3.43,0,0,0,0,3.59,0.49,0,0,0,0,0.49,2.68,0,0,0,7.07,10.31,0,0,2.85,0,14.37,0,0,0,58.23,17.52,0,0,0,10,1988,121.0363517,9,115.5363517,5.5,9,0.611111111,121.03,9,0.01,,
